,date,state,positive,negative,pending,hospitalizedcurrently,recovered,death,deathconfirmed,deathprobable,total
433,7/22/20,PA,103396,968081,,735,77547,7063,,,1071477
434,7/22/20,PR,13038,255766,,415,,185,84,101,268804
435,7/22/20,RI,18062,168794,,67,1749,997,,,186856
436,7/22/20,SC,75042,534118,,1607,27062,1285,1242,43,609160
437,7/22/20,SD,8077,92981,,56,7159,119,,,101058
438,7/22/20,TN,84417,1179411,,1451,49748,888,855,33,1263828
439,7/22/20,TX,351618,2752530,,10893,195315,4348,,,3104148
440,7/22/20,UT,35578,445824,,234,22532,260,,,481402
441,7/22/20,VA,80393,873794,385,1157,10331,2051,1948,103,954572
442,7/22/20,VI,320,7146,91,,172,7,7,,7557
443,7/22/20,VT,1366,84376,,14,1152,56,56,,85742
444,7/22/20,WA,48575,792609,,392,,1465,1465,,841184
445,7/22/20,WI,48583,764630,51,167,34682,872,865,7,813264
446,7/22/20,WV,5206,237181,,78,3625,101,,,242387
447,7/22/20,WY,2288,41927,,13,1745,25,,,44215
448,7/21/20,AK,2525,176101,,32,737,18,18,,178626
449,7/21/20,AL,70358,530023,,1547,29736,1303,1268,35,600381
450,7/21/20,AR,34655,404980,,488,27283,374,,,439635
451,7/21/20,AS,0,1037,,,,0,,,1037
452,7/21/20,AZ,148683,658983,,3041,18863,2918,2431,152,807666
453,7/21/20,CA,400769,6136163,,8681,,7755,,,6536932
454,7/21/20,CO,40566,410733,,386,5019,1615,,,451299
455,7/21/20,CT,48096,614741,,62,8466,4406,3527,879,662837
456,7/21/20,DC,11427,144284,,83,1932,580,,,155711
457,7/21/20,DE,13746,144601,,58,7362,525,467,58,158347
458,7/21/20,FL,369834,2729916,2462,9520,,5319,5319,,3102212
459,7/21/20,GA,148988,1146303,,3155,,3254,,,1295291
460,7/21/20,GU,327,18430,,3,235,5,,,18757
461,7/21/20,HI,1393,105390,,46,1057,24,,,106783
462,7/21/20,IA,39474,382959,,223,28388,802,,,422433
463,7/21/20,ID,15266,135805,,188,4335,122,100,22,151071
464,7/21/20,IL,164878,2145151,,1466,,7517,7324,193,2310029
465,7/21/20,IN,57916,586889,,803,41322,2846,2652,194,644805
466,7/21/20,KS,23334,238197,,,1016,307,,,261531
467,7/21/20,KY,24060,484633,,532,6927,674,670,4,508693
468,7/21/20,LA,96583,1026379,,1527,53288,3608,3498,110,1122962
469,7/21/20,MA,114033,945148,,513,95390,8450,8231,219,1059181
470,7/21/20,MD,79545,684822,,484,5380,3402,3272,130,764367
471,7/21/20,ME,3723,138520,,12,3191,118,117,1,142243
472,7/21/20,MI,83059,1446316,,680,55162,6382,6135,247,1529375
473,7/21/20,MN,47457,829402,,266,41511,1588,1548,40,876859
474,7/21/20,MO,34762,545558,,875,,1143,,,580320
475,7/21/20,MP,38,11055,,,29,2,2,,11093
476,7/21/20,MS,45524,349674,,1154,30315,1389,1358,31,395198
477,7/21/20,MT,2712,138290,,49,1493,40,,,141002
478,7/21/20,NC,102861,1356136,,1179,78707,1668,1668,,1458997
479,7/21/20,ND,5207,132086,,46,4319,84,80,4,137293
480,7/21/20,NE,22847,215594,,115,17237,306,,,238441
481,7/21/20,NH,6249,138573,,20,5286,398,,,144822
482,7/21/20,NJ,177256,1640699,,833,31781,15737,13763,1974,1817955
483,7/21/20,NM,17215,459282,,154,6814,578,,,476497
484,7/21/20,NV,37528,361294,,1095,874,676,,,398822
485,7/21/20,NY,408181,4822800,,724,72302,25058,,,5230981
486,7/21/20,OH,77215,1122808,,1097,53077,3219,2959,260,1200023
487,7/21/20,OK,26326,472057,,613,20663,461,,,498383
488,7/21/20,OR,15139,330124,,237,3381,269,,,345263
489,7/21/20,PA,102765,952998,,736,77073,7038,,,1055763
490,7/21/20,PR,12940,255766,,375,,180,81,99,268706
491,7/21/20,RI,17986,166978,,64,1741,996,,,184964
492,7/21/20,SC,73337,525356,,1593,27062,1221,1203,18,598693
493,7/21/20,SD,8019,91826,,62,7081,118,,,99845
494,7/21/20,TN,81944,1156289,,1461,47852,871,840,31,1238233
495,7/21/20,TX,341739,2701835,,10848,186529,4151,,,3043574
496,7/21/20,UT,35012,440431,,219,22032,251,,,475443
497,7/21/20,VA,79371,860721,427,1189,10235,2048,1945,103,940519
498,7/21/20,VI,308,6853,118,,158,6,6,,7279
499,7/21/20,VT,1366,83581,,19,1148,56,56,,84947
500,7/21/20,WA,47743,778611,,365,,1453,1453,,826354
501,7/21/20,WI,47836,750562,190,354,33902,866,859,7,798588
502,7/21/20,WV,5199,235127,,77,3546,101,,,240326
503,7/21/20,WY,2238,41927,,13,1694,25,,,44165
504,7/20/20,AK,2414,173172,,29,712,18,18,,175586
505,7/20/20,AL,68891,524897,,1571,29736,1291,1257,34,593788
506,7/20/20,AR,33927,398889,,471,26397,357,,,432816
507,7/20/20,AS,0,1037,,,,0,,,1037
508,7/20/20,AZ,145183,648340,,3084,18518,2784,2431,152,793523
509,7/20/20,CA,391538,6022783,,8419,,7694,,,6414321
510,7/20/20,CO,40142,402027,,397,4969,1615,,,442169
511,7/20/20,CT,48055,614741,,54,8466,4406,3525,881,662796
512,7/20/20,DC,11339,140401,,83,1909,579,,,151740
513,7/20/20,DE,13519,139476,,47,7362,523,465,58,152995
514,7/20/20,FL,360394,2691712,2391,9489,,5183,5183,,3054497
515,7/20/20,GA,145575,1128206,,3183,,3176,,,1273781
516,7/20/20,GU,319,18252,,3,235,5,,,18571
517,7/20/20,HI,1381,104575,,33,1043,24,,,105956
518,7/20/20,IA,39166,379378,,221,28024,797,,,418544
519,7/20/20,ID,14873,133015,,224,4149,119,97,22,147888
520,7/20/20,IL,163923,2116361,,1410,,7494,7301,193,2280284
521,7/20/20,IN,57206,578454,,805,41322,2825,2632,193,635660
522,7/20/20,KS,23334,238197,,,1016,307,,,261531
523,7/20/20,KY,23414,470740,,542,6876,671,667,4,494154
524,7/20/20,LA,94892,1008032,,1508,53288,3572,3462,110,1102924
525,7/20/20,MA,113789,937492,,483,95390,8433,8214,219,1051281
526,7/20/20,MD,78685,670594,,463,5344,3382,3252,130,749279
527,7/20/20,ME,3711,135511,,12,3159,117,116,1,139222
528,7/20/20,MI,82395,1424394,,680,55162,6373,6126,247,1506789
529,7/20/20,MN,47107,820303,,247,40742,1585,1545,40,867410
530,7/20/20,MO,33624,538288,,875,,1132,,,571912
531,7/20/20,MP,37,11055,,,29,2,2,,11092
532,7/20/20,MS,43889,346086,,1119,30315,1358,1327,31,389975
533,7/20/20,MT,2621,136421,,48,1334,39,,,139042
534,7/20/20,NC,101046,1322842,,1086,78707,1642,1642,,1423888
535,7/20/20,ND,5126,130852,,47,4219,82,78,4,135978
536,7/20/20,NE,22583,212313,,121,17112,301,,,234896
537,7/20/20,NH,6203,137175,,17,5251,398,,,143378
538,7/20/20,NJ,176963,1625911,,798,31448,15715,13741,1974,1802874
539,7/20/20,NM,16971,452244,,161,6764,571,,,469215
540,7/20/20,NV,36713,358708,,1086,867,648,,,395421
541,7/20/20,NY,407326,4757486,,716,72229,25056,,,5164812
542,7/20/20,OH,76168,1105744,,1065,51860,3189,2931,258,1181912
543,7/20/20,OK,25433,450675,,604,19750,452,,,476108
544,7/20/20,OR,14847,325197,,233,3338,262,,,340044
545,7/20/20,PA,101738,938175,,706,76780,7018,,,1039913
546,7/20/20,PR,12461,255766,,336,,180,81,99,268227
547,7/20/20,RI,17904,165721,,61,1738,995,,,183625
548,7/20/20,SC,71445,516871,,1593,22553,1164,1147,17,588316
549,7/20/20,SD,7943,90711,,65,6996,118,,,98654
550,7/20/20,TN,79754,1135413,,1368,45974,847,816,31,1215167
551,7/20/20,TX,332434,2652120,,10569,177871,4020,,,2984554
552,7/20/20,UT,34526,434878,,247,21504,247,,,469404
553,7/20/20,VA,78375,842086,415,1158,10107,2031,1927,104,920876
554,7/20/20,VI,304,6617,51,,135,6,6,,6972
555,7/20/20,VT,1360,82508,,22,1139,56,56,,83868
556,7/20/20,WA,46946,762393,,354,,1447,1447,,809339
557,7/20/20,WI,46675,737191,146,368,33130,853,846,7,784012
558,7/20/20,WV,5142,229838,,77,3466,100,,,234980
559,7/20/20,WY,2187,41927,,13,1652,24,,,44114
560,7/19/20,AK,2277,170733,,27,712,18,18,,173010
561,7/19/20,AL,67011,518522,,1524,29736,1287,1254,33,585533
562,7/19/20,AR,32533,386638,,453,25292,357,,,419171
563,7/19/20,AS,0,1037,,,,0,,,1037
564,7/19/20,AZ,143624,642355,,3136,18149,2761,2431,152,785979
565,7/19/20,CA,384692,5902160,,8398,,7685,,,6286852
566,7/19/20,CO,39788,396150,,401,4948,1615,,,435938
567,7/19/20,CT,47893,609238,,66,8466,4396,3519,877,657131
568,7/19/20,DC,11261,136504,,91,1886,578,,,147765
569,7/19/20,DE,13519,139476,,47,7362,523,465,58,152995
570,7/19/20,FL,350047,2652594,2406,9363,,5091,5091,,3005047
571,7/19/20,GA,143123,1112196,,3036,,3173,,,1255319
572,7/19/20,GU,315,17938,,4,222,5,,,18253
573,7/19/20,HI,1354,103281,,39,1019,24,,,104635
574,7/19/20,IA,38723,376768,,214,27894,794,,,415491
575,7/19/20,ID,14302,131884,,224,3989,119,97,22,146186
576,7/19/20,IL,162750,2082936,,1356,,7488,7295,193,2245686
577,7/19/20,IN,56571,570309,,786,40965,2822,2629,193,626880
578,7/19/20,KS,21965,227388,,,983,299,,,249353
579,7/19/20,KY,23161,469563,,511,6874,670,666,4,492724
580,7/19/20,LA,91706,977598,,1469,53288,3543,3433,110,1069304
581,7/19/20,MA,113534,927001,,498,95390,8431,8213,218,1040535
582,7/19/20,MD,78131,661654,,449,5344,3377,3247,130,739785
583,7/19/20,ME,3687,133750,,10,3148,117,116,1,137437
584,7/19/20,MI,81868,1402591,,680,55162,6366,6119,247,1484459
585,7/19/20,MN,46204,806984,,258,40001,1581,1541,40,853188
586,7/19/20,MO,33094,525985,,875,,1129,,,559079
587,7/19/20,MP,37,10664,,,29,2,2,,10701
588,7/19/20,MS,42638,335439,,1129,25932,1355,1324,31,378077
589,7/19/20,MT,2533,130626,,47,1075,37,,,133159
590,7/19/20,NC,99778,1295086,,1115,67124,1634,1634,,1394864
591,7/19/20,ND,5019,128835,,45,4131,82,78,4,133854
592,7/19/20,NE,22481,209920,,113,16801,301,,,232401
593,7/19/20,NH,6203,137175,,17,5251,398,,,143378
594,7/19/20,NJ,176783,1614354,,766,31405,15706,13732,1974,1791137
595,7/19/20,NM,16736,443928,,160,6736,569,,,460664
596,7/19/20,NV,35765,354023,,1045,842,647,,,389788
597,7/19/20,NY,406807,4708663,,722,72161,25048,,,5115470
598,7/19/20,OH,74932,1087982,,1065,51086,3174,2916,258,1162914
599,7/19/20,OK,25265,450675,,547,19466,451,,,475940
600,7/19/20,OR,14579,321011,,242,3225,260,,,335590
601,7/19/20,PA,101027,926352,,703,76780,7015,,,1027379
602,7/19/20,PR,12063,255766,,315,,178,81,97,267829
603,7/19/20,RI,17793,161408,,62,1717,990,,,179201
604,7/19/20,SC,69986,507400,,1593,22553,1155,1138,17,577386
605,7/19/20,SD,7906,90181,,63,6952,118,,,98087
606,7/19/20,TN,78115,1119182,,1327,44319,843,812,31,1197297
607,7/19/20,TX,325030,2607334,,10592,172936,3958,,,2932364
608,7/19/20,UT,34117,428705,,296,20915,243,,,462822
609,7/19/20,VA,77430,829933,453,1186,10017,2027,1923,104,907816
610,7/19/20,VI,297,6587,54,,135,6,6,,6938
611,7/19/20,VT,1350,81150,,24,1137,56,56,,82500
612,7/19/20,WA,46026,745760,,364,,1444,1444,,791786
613,7/19/20,WI,45948,730902,139,339,32628,851,844,7,776989
614,7/19/20,WV,5042,225946,,76,3373,100,,,230988
615,7/19/20,WY,2126,41927,,17,1615,24,,,44053
616,7/18/20,AK,2159,166204,,26,708,18,18,,168363
617,7/18/20,AL,65234,509261,,1463,29736,1286,1253,33,574495
618,7/18/20,AR,31762,381243,,464,24776,353,,,413005
619,7/18/20,AS,0,1037,,,,0,,,1037
620,7/18/20,AZ,141265,630726,,3238,17661,2730,2431,152,771991
621,7/18/20,CA,375363,5791855,,8502,,7595,,,6167218
622,7/18/20,CO,39344,391439,,394,4927,1615,,,430783
623,7/18/20,CT,47893,582076,,66,8466,4396,3519,877,629969
624,7/18/20,DC,11194,133761,,88,1877,578,,,144955
625,7/18/20,DE,13429,137328,,51,7362,523,465,58,150757
626,7/18/20,FL,337569,2594419,2320,9144,,5002,5002,,2934308
627,7/18/20,GA,139872,1091934,,2929,,3168,,,1231806
628,7/18/20,GU,315,17938,,4,222,5,,,18253
629,7/18/20,HI,1334,101661,,39,994,23,,,102995
630,7/18/20,IA,37907,365822,,210,27820,787,,,403729
631,7/18/20,ID,13752,128753,,224,3827,118,96,22,142505
632,7/18/20,IL,161785,2051788,,1360,,7483,7290,193,2213573
633,7/18/20,IN,55654,558801,,798,40722,2820,2627,193,614455
634,7/18/20,KS,21965,227388,,,983,299,,,249353
635,7/18/20,KY,22184,468017,,514,6824,667,662,5,490201
636,7/18/20,LA,88590,955350,,1413,53288,3509,3399,110,1043940
637,7/18/20,MA,113238,913595,,499,95390,8419,8201,218,1026833
638,7/18/20,MD,77206,643780,,448,5344,3368,3238,130,720986
639,7/18/20,ME,3646,131283,,9,3136,117,116,1,134929
640,7/18/20,MI,81338,1374740,,680,55162,6364,6117,247,1456078
641,7/18/20,MN,45470,790492,,265,39310,1578,1538,40,835962
642,7/18/20,MO,32248,518628,,875,,1130,,,550876
643,7/18/20,MP,37,10664,,,29,2,2,,10701
644,7/18/20,MS,41846,335439,,1076,25932,1346,1316,30,377285
645,7/18/20,MT,2471,129408,,46,1075,37,,,131879
646,7/18/20,NC,97958,1281185,,1154,67124,1629,1629,,1379143
647,7/18/20,ND,4907,126608,,38,4029,82,78,4,131515
648,7/18/20,NE,22361,208790,,105,16665,301,,,231151
649,7/18/20,NH,6165,135621,,24,5188,395,,,141786
650,7/18/20,NJ,176814,1604636,,800,31400,15699,13725,1974,1781450
651,7/18/20,NM,16456,435842,,166,6654,565,,,452298
652,7/18/20,NV,34477,348060,,1006,842,646,,,382537
653,7/18/20,NY,406305,4662961,,743,72064,25035,,,5069266
654,7/18/20,OH,73822,1064614,,1024,50280,3132,2875,257,1138436
655,7/18/20,OK,25056,450675,,547,19186,451,,,475731
656,7/18/20,OR,14149,316644,,242,3225,257,,,330793
657,7/18/20,PA,100241,912486,,699,76183,7007,,,1012727
658,7/18/20,PR,11453,255766,,316,,178,81,97,267219
659,7/18/20,RI,17793,161408,,62,1717,990,,,179201
660,7/18/20,SC,67612,494381,,1593,23849,1135,1117,18,561993
661,7/18/20,SD,7862,89385,,70,6891,116,,,97247
662,7/18/20,TN,76336,1097316,,1378,43706,838,807,31,1173652
663,7/18/20,TX,317730,2524955,,10658,169581,3865,,,2842685
664,7/18/20,UT,33332,422908,,251,20421,243,,,456240
665,7/18/20,VA,76373,813328,421,1166,9976,2025,1921,104,890122
666,7/18/20,VI,283,6239,132,,133,6,6,,6654
667,7/18/20,VT,1338,79108,,25,1125,56,56,,80446
668,7/18/20,WA,45067,722590,,348,,1434,1434,,767657
669,7/18/20,WI,45099,723643,159,315,32004,850,843,7,768901
670,7/18/20,WV,4894,220617,,74,3295,100,,,225511
671,7/18/20,WY,2108,41927,,16,1611,24,,,44035
672,7/17/20,AK,2081,163333,,32,697,17,17,,165414
673,7/17/20,AL,63091,500024,,1433,29736,1265,1232,33,563115
674,7/17/20,AR,31762,375735,,464,24776,353,,,407497
675,7/17/20,AS,0,1037,,,,0,,,1037
676,7/17/20,AZ,138523,626445,,3466,17184,2583,2431,152,764968
677,7/17/20,CA,366164,5677935,,8450,,7475,,,6044099
678,7/17/20,CO,38726,385623,,412,4909,1615,,,424349
679,7/17/20,CT,47893,582215,,66,8466,4396,3519,877,630108
680,7/17/20,DC,11115,130492,,87,1863,577,,,141607
681,7/17/20,DE,13337,135273,,55,7315,521,463,58,148610
682,7/17/20,FL,327241,2553527,2250,8961,,4912,4912,,2883018
683,7/17/20,GA,135183,1063495,,2902,,3132,,,1198678
684,7/17/20,GU,314,17938,,4,214,5,,,18252
685,7/17/20,HI,1311,99893,,39,975,22,,,101204
686,7/17/20,IA,37722,364731,,210,27609,784,,,402453
687,7/17/20,ID,13133,127186,,153,3676,114,93,21,140319
688,7/17/20,IL,160509,2006965,,1431,,7465,7272,193,2167474
689,7/17/20,IN,54813,549822,,815,40421,2803,2610,193,604635
690,7/17/20,KS,21965,227388,,,983,299,,,249353
691,7/17/20,KY,21605,461457,,452,6772,658,653,5,483062
692,7/17/20,LA,88590,955350,,1413,53288,3509,3399,110,1043940
693,7/17/20,MA,112879,901708,,515,95390,8402,8184,218,1014587
694,7/17/20,MD,76371,631845,,434,5286,3359,3227,132,708216
695,7/17/20,ME,3636,129809,,12,3114,115,114,1,133445
696,7/17/20,MI,80593,1344913,,680,53867,6355,6108,247,1425506
697,7/17/20,MN,45013,774498,,252,38568,1573,1533,40,819511
698,7/17/20,MO,31288,506608,,875,,1121,,,537896
699,7/17/20,MP,37,10664,,,29,2,2,,10701
700,7/17/20,MS,40829,330635,,1076,25932,1332,1303,29,371464
701,7/17/20,MT,2366,128038,,45,992,37,,,130404
702,7/17/20,NC,95477,1248497,,1180,67124,1606,1606,,1343974
703,7/17/20,ND,4792,124683,,36,3903,82,78,4,129475
704,7/17/20,NE,22134,204062,,96,16501,299,,,226196
705,7/17/20,NH,6165,135621,,24,5188,395,,,141786
706,7/17/20,NJ,176551,1592377,,868,31400,15684,13710,1974,1768928
707,7/17/20,NM,16138,427230,,170,6578,562,,,443368
708,7/17/20,NV,33295,343712,,1000,842,637,,,377007
709,7/17/20,NY,405551,4593898,,765,71970,25024,,,4999449
710,7/17/20,OH,72280,1043844,,1016,49302,3112,2858,254,1116124
711,7/17/20,OK,24140,440904,,604,18766,445,,,465044
712,7/17/20,OR,13802,310393,,242,3199,254,,,324195
713,7/17/20,PA,99478,899912,,680,75603,6992,,,999390
714,7/17/20,PR,11120,255766,,302,,177,80,97,266886
715,7/17/20,RI,17793,161408,,62,1717,990,,,179201
716,7/17/20,SC,66060,487315,,1593,23849,1096,1078,18,553375
717,7/17/20,SD,7789,88184,,61,6808,116,,,95973
718,7/17/20,TN,73819,1076853,,1436,42734,815,785,30,1150672
719,7/17/20,TX,307572,2459749,,10632,162191,3735,,,2767321
720,7/17/20,UT,32572,415234,,256,19862,235,,,447806
721,7/17/20,VA,75433,801271,470,1171,9883,2013,1909,104,877174
722,7/17/20,VI,263,5790,112,,126,6,6,,6165
723,7/17/20,VT,1334,78032,,33,1121,56,56,,79366
724,7/17/20,WA,44313,708861,,379,,1427,1427,,753174
725,7/17/20,WI,44068,712197,170,333,31258,840,833,7,756435
726,7/17/20,WV,4783,217769,,69,3267,100,,,222552
727,7/17/20,WY,2069,41927,,19,1590,24,,,43996
728,7/16/20,AK,2032,160990,,32,688,17,17,,163022
729,7/16/20,AL,61088,490021,,1395,29736,1230,1200,30,551109
730,7/16/20,AR,31114,369847,,470,24195,341,,,400961
731,7/16/20,AS,0,1037,,,,0,,,1037
732,7/16/20,AZ,134613,614653,,3454,16684,2492,2353,139,749266
733,7/16/20,CA,356178,5559330,,8363,,7345,,,5915508
734,7/16/20,CO,38155,378061,,389,4880,1601,,,416216
735,7/16/20,CT,47750,582333,,66,8466,4389,3515,874,630083
736,7/16/20,DC,11076,129166,,86,1843,574,,,140242
737,7/16/20,DE,13114,131756,,50,7269,521,463,58,144870
738,7/16/20,FL,315775,2499843,2163,9112,,4782,4782,,2817781
739,7/16/20,GA,131275,1046947,,2841,,3104,,,1178222
740,7/16/20,GU,314,17697,,4,214,5,,,18011
741,7/16/20,HI,1292,98095,,40,951,22,,,99387
742,7/16/20,IA,37132,359319,,195,27404,778,,,396451
743,7/16/20,ID,12445,124418,,153,3513,110,89,21,136863
744,7/16/20,IL,159082,1964657,,1434,,7452,7251,201,2123739
745,7/16/20,IN,54080,541478,,827,40004,2795,2602,193,595558
746,7/16/20,KS,20933,218441,,,948,299,,,239374
747,7/16/20,KY,21083,446921,,418,5500,650,646,4,468004
748,7/16/20,LA,86411,937726,,1401,53288,3485,3375,110,1024137
749,7/16/20,MA,112581,889103,,557,95390,8380,8163,217,1001684
750,7/16/20,MD,75664,616865,,436,5286,3347,3215,132,692529
751,7/16/20,ME,3598,126864,,13,3094,114,113,1,130462
752,7/16/20,MI,79839,1315315,,680,53867,6348,6101,247,1395154
753,7/16/20,MN,44347,760865,,249,38290,1566,1526,40,805212
754,7/16/20,MO,30422,498879,,875,,1113,,,529301
755,7/16/20,MP,36,10664,,,29,2,2,,10700
756,7/16/20,MS,39797,324103,,1117,25932,1308,1283,25,363900
757,7/16/20,MT,2231,125609,,37,970,35,,,127840
758,7/16/20,NC,93426,1219331,,1134,67124,1588,1588,,1312757
759,7/16/20,ND,4668,123388,,38,3796,82,78,4,128056
760,7/16/20,NE,21979,201250,,103,16324,291,,,223229
761,7/16/20,NH,6113,132159,,24,5125,394,,,138272
762,7/16/20,NJ,176501,1583403,,862,31400,15665,13691,1974,1759904
763,7/16/20,NM,15841,421164,,174,6496,557,,,437005
764,7/16/20,NV,31915,338928,,1051,834,626,,,370843
765,7/16/20,NY,404775,4516435,,813,71867,25014,,,4921210
766,7/16/20,OH,70601,1018192,,1024,48330,3103,2849,254,1088793
767,7/16/20,OK,23441,433376,,638,18095,438,,,456817
768,7/16/20,OR,13509,305437,,219,3199,249,,,318946
769,7/16/20,PA,98446,885195,,652,74818,6973,,,983641
770,7/16/20,PR,10574,255766,,280,,172,75,97,266340
771,7/16/20,RI,17711,159677,,64,1711,988,,,177388
772,7/16/20,SC,64083,475881,,1578,23849,1070,1053,17,539964
773,7/16/20,SD,7694,86342,,61,6737,115,,,94036
774,7/16/20,TN,71540,1052157,,1416,41250,796,767,29,1123697
775,7/16/20,TX,292656,2407199,,10457,155937,3561,,,2699855
776,7/16/20,UT,31845,407683,,236,19214,234,,,439528
777,7/16/20,VA,74431,786742,444,1134,9644,2007,1903,104,861617
778,7/16/20,VI,249,5036,168,,120,6,6,,5453
779,7/16/20,VT,1325,77715,,25,1111,56,56,,79040
780,7/16/20,WA,43046,690840,,372,,1421,1421,,733886
781,7/16/20,WI,43139,699670,154,310,30555,838,831,7,742963
782,7/16/20,WV,4657,214517,,65,3128,99,,,219174
783,7/16/20,WY,2026,41426,,18,1540,24,,,43452
784,7/15/20,AK,1631,154462,,32,669,17,17,,156093
785,7/15/20,AL,59067,481982,,1332,29736,1211,1183,28,541049
786,7/15/20,AR,30297,365479,,458,23523,335,,,395776
787,7/15/20,AS,0,816,,,,0,,,816
788,7/15/20,AZ,131354,604608,,3493,16155,2434,2295,139,735962
789,7/15/20,CA,347634,5445642,,8353,,7227,,,5793276
790,7/15/20,CO,37686,372304,,368,4844,1594,,,409990
791,7/15/20,CT,47636,568022,,67,8351,4380,3505,875,615658
792,7/15/20,DC,11026,126918,,95,1809,571,,,137944
793,7/15/20,DE,13050,130338,,51,7236,521,463,58,143388
794,7/15/20,FL,301810,2434143,2189,8217,,4626,4626,,2738142
795,7/15/20,GA,127834,1027149,,2786,,3091,,,1154983
796,7/15/20,GU,313,17514,,4,213,5,,,17827
797,7/15/20,HI,1264,96293,,31,921,22,,,97557
798,7/15/20,IA,36291,351021,,190,27177,762,,,387312
799,7/15/20,ID,11718,122196,,153,3360,103,83,20,133914
800,7/15/20,IL,157825,1922908,,1454,,7427,7226,201,2080733
801,7/15/20,IN,53370,533219,,881,39571,2785,2592,193,586589
802,7/15/20,KS,20933,218441,,,948,299,,,239374
803,7/15/20,KY,20677,438510,,445,5475,645,641,4,459187
804,7/15/20,LA,84131,917069,,1369,53288,3461,3351,110,1001200
805,7/15/20,MA,112347,876366,,580,95390,8368,8152,216,988713
806,7/15/20,MD,75016,605072,,447,5238,3341,3209,132,680088
807,7/15/20,ME,3578,124353,,12,3079,114,113,1,127931
808,7/15/20,MI,78913,1289006,,543,53867,6330,6085,245,1367919
809,7/15/20,MN,43742,746755,,254,38179,1558,1518,40,790497
810,7/15/20,MO,29714,488233,,875,,1102,,,517947
811,7/15/20,MP,36,10664,,,29,2,2,,10700
812,7/15/20,MS,38567,318290,,1099,25932,1290,1266,24,356857
813,7/15/20,MT,2096,121662,,37,915,34,,,123758
814,7/15/20,NC,91266,1193371,,1142,67124,1568,1568,,1284637
815,7/15/20,ND,4565,121999,,42,3760,81,77,4,126564
816,7/15/20,NE,21717,198026,,110,16205,286,,,219743
817,7/15/20,NH,6091,131018,,23,5101,392,,,137109
818,7/15/20,NJ,176278,1566069,,923,31400,15607,13660,1947,1742347
819,7/15/20,NM,15514,414492,,171,6429,551,,,430006
820,7/15/20,NV,30468,333957,,1051,826,618,,,364425
821,7/15/20,NY,404006,4444519,,831,71782,25003,,,4848525
